left,front,right,command
54,181,135,forward
113,2,159,back
77,191,64,forward
82,87,191,forward
121,70,91,forward
111,77,103,forward
154,150,113,forward
81,198,42,forward
98,182,129,forward
155,22,152,spin_left
156,76,168,forward
59,161,71,forward
98,158,116,forward
164,131,0,forward
34,160,78,forward
101,103,96,forward
15,139,48,forward
43,122,82,forward
3,100,9,forward
177,102,98,forward
27,73,190,forward
167,149,21,forward
23,143,185,forward
32,23,49,spin_right
124,123,9,forward
171,108,140,forward
66,118,9,forward
7,160,66,forward
191,150,164,forward
157,127,194,forward
194,100,144,forward
161,53,199,forward
16,157,45,forward
124,77,119,forward
53,69,158,forward
148,62,185,forward
32,196,82,forward
120,80,147,forward
41,151,55,forward
90,7,94,back
100,90,106,forward
40,39,69,right
111,172,156,forward
141,165,165,forward
145,1,165,back
18,33,92,right
106,51,142,forward
180,2,25,back
12,61,67,forward
149,199,154,forward
42,156,91,forward
10,47,10,right
35,108,139,forward
15,105,98,forward
47,175,75,forward
96,95,57,forward
198,134,101,forward
32,177,45,forward
73,103,27,forward
106,186,110,forward
159,85,155,forward
5,88,12,forward
43,69,84,forward
156,166,85,forward
147,67,122,forward
13,169,184,forward
47,128,136,forward
25,178,7,forward
55,55,91,forward
26,124,187,forward
106,88,132,forward
192,61,147,forward
120,197,123,forward
32,38,191,right
186,185,166,forward
151,48,22,left
157,187,135,forward
106,193,148,forward
197,34,21,left
4,112,111,forward
98,64,39,forward
172,79,105,forward
165,157,194,forward
102,180,58,forward
157,191,20,forward
94,113,5,forward
113,193,153,forward
158,60,1,forward
86,97,130,forward
5,160,122,forward
1,34,87,right
166,166,73,forward
180,197,137,forward
182,102,25,forward
107,106,98,forward
156,77,170,forward
23,153,58,forward
126,37,62,left
133,63,120,forward
75,89,125,forward
103,184,99,forward
199,127,136,forward
127,156,81,forward
149,60,71,forward
165,148,14,forward
187,126,134,forward
62,107,2,forward
52,46,13,left
173,109,33,forward
83,164,134,forward
17,5,123,back
132,32,49,left
101,165,97,forward
154,111,89,forward
67,5,157,back
137,124,105,forward
10,164,29,forward
86,40,105,right
11,14,121,back
36,49,154,right
77,78,140,forward
116,18,100,back
156,150,80,forward
22,148,119,forward
78,122,53,forward
110,183,150,forward
31,7,195,back
17,113,110,forward
157,179,183,forward
124,53,71,forward
93,119,75,forward
50,185,165,forward
23,51,150,forward
100,75,35,forward
20,117,108,forward
61,113,126,forward
1,18,152,back
112,79,192,forward
40,91,33,forward
135,84,123,forward
164,75,82,forward
163,185,132,forward
89,143,131,forward
160,192,130,forward
150,168,86,forward
199,101,85,forward
186,18,6,back
59,8,120,back
175,60,159,forward
122,45,94,left
76,154,185,forward
151,16,12,back
82,181,47,forward
81,154,161,forward
35,31,105,right
107,166,7,forward
79,66,74,forward
88,129,81,forward
173,187,135,forward
128,74,13,forward
95,150,125,forward
115,39,167,right
144,161,60,forward
111,25,192,spin_right
104,177,116,forward
163,58,87,forward
51,8,45,back
80,194,34,forward
35,178,65,forward
113,58,17,forward
157,76,149,forward
143,109,198,forward
35,81,38,forward
85,142,1,forward
23,181,134,forward
195,129,61,forward
41,188,66,forward
141,141,159,forward
198,178,148,forward
145,92,7,forward
81,122,76,forward
47,198,95,forward
189,153,5,forward
76,40,29,left
131,173,48,forward
66,81,103,forward
87,184,107,forward
125,106,155,forward
156,171,61,forward
133,77,83,forward
97,19,33,back
50,114,91,forward
67,41,61,left
177,125,46,forward
63,71,195,forward
183,128,112,forward
85,35,18,left
60,95,79,forward
133,145,112,forward
13,195,155,forward
67,63,49,forward
114,119,181,forward
19,28,198,spin_right
184,86,163,forward
103,155,186,forward
167,161,132,forward
197,159,167,forward
84,167,99,forward
9,142,165,forward
194,156,141,forward
45,79,197,forward
189,192,36,forward
194,90,10,forward
170,186,113,forward
198,96,78,forward
111,182,180,forward
100,34,37,left
26,107,76,forward
40,127,15,forward
10,114,186,forward
99,67,49,forward
24,3,116,back
179,146,0,forward
124,124,27,forward
68,1,98,back
141,29,158,spin_right
81,161,156,forward
153,11,184,back
44,77,161,forward
63,152,125,forward
165,86,167,forward
20,56,151,forward
165,97,89,forward
174,41,109,left
175,94,146,forward
57,69,91,forward
18,59,44,forward
51,49,170,right
13,6,47,back
61,81,164,forward
186,117,192,forward
81,157,94,forward
53,142,156,forward
169,103,90,forward
194,126,104,forward
133,127,165,forward
9,167,111,forward
61,169,14,forward
32,182,64,forward
141,12,94,back
6,17,142,back
91,73,49,forward
166,117,139,forward
135,177,182,forward
159,74,67,forward
30,30,187,spin_right
62,65,128,forward
181,115,184,forward
169,136,100,forward
193,176,85,forward
78,174,163,forward
165,81,71,forward
80,121,47,forward
32,77,160,forward
50,21,5,spin_left
184,127,134,forward
99,33,117,right
46,165,27,forward
26,126,188,forward
21,54,44,forward
122,147,27,forward
127,159,150,forward
95,61,126,forward
121,136,92,forward
77,35,72,left
38,75,64,forward
115,126,45,forward
198,93,60,forward
84,50,9,left
136,76,56,forward
28,40,5,left
30,6,60,back
161,190,155,forward
145,87,115,forward
4,20,173,back
33,178,50,forward
24,171,42,forward
16,75,87,forward
8,111,170,forward
102,143,130,forward
171,139,105,forward
71,99,179,forward
31,54,118,forward
48,52,97,forward
154,171,5,forward
19,72,114,forward
25,33,113,right
185,7,98,back
26,166,87,forward
87,170,176,forward
178,75,82,forward
135,32,125,left
131,108,34,forward
189,173,62,forward
73,58,57,forward
92,119,19,forward
137,158,57,forward
49,79,2,forward
18,124,12,forward
26,80,105,forward
167,125,140,forward
163,151,15,forward
176,135,116,forward
80,175,28,forward
27,27,12,spin_left
58,144,122,forward
122,74,179,forward
16,176,147,forward
160,39,62,left
127,116,71,forward
138,31,99,left
58,104,52,forward
40,107,169,forward
193,133,0,forward
19,67,106,forward
167,0,187,back
187,197,122,forward
98,70,163,forward
28,22,128,spin_right
26,13,98,back
22,26,152,spin_right
8,143,168,forward
81,43,19,left
198,6,134,back
191,96,162,forward
20,34,109,right
61,52,135,forward
169,1,144,back
83,140,121,forward
59,76,10,forward
56,21,167,spin_right
151,91,85,forward
119,74,55,forward
142,134,62,forward
176,156,193,forward
156,2,66,back
29,38,41,right
166,56,130,forward
10,28,66,spin_right
185,40,63,left
42,128,180,forward
163,25,22,spin_left
100,176,52,forward
37,147,3,forward
168,55,157,forward
1,82,0,forward
53,21,8,spin_left
55,79,131,forward
104,1,119,back
110,70,167,forward
5,42,85,right
131,116,190,forward
87,118,141,forward
3,90,134,forward
174,149,153,forward
23,45,176,right
117,40,198,right
123,118,46,forward
132,36,71,left
145,55,50,forward
54,131,70,forward
30,89,189,forward
52,40,127,right
30,184,118,forward
93,82,113,forward
141,38,56,left
30,83,33,forward
30,159,172,forward
49,177,128,forward
113,163,55,forward
137,19,28,back
189,135,135,forward
107,126,122,forward
195,88,138,forward
80,167,41,forward
183,59,33,forward
112,70,21,forward
172,104,3,forward
146,92,63,forward
27,79,96,forward
178,17,27,back
55,28,61,spin_right
4,83,188,forward
85,99,96,forward
101,120,117,forward
16,44,198,right
27,120,38,forward
174,125,65,forward
182,177,155,forward
44,82,112,forward
185,113,81,forward
96,26,109,spin_right
173,25,12,spin_left
98,140,152,forward
159,33,177,right
155,155,166,forward
6,111,152,forward
53,65,46,forward
45,145,85,forward
9,67,55,forward
111,128,170,forward
90,76,1,forward
122,191,175,forward
148,69,106,forward
13,14,46,back
7,1,112,back
49,177,33,forward
61,8,134,back
177,167,24,forward
113,151,113,forward
110,195,8,forward
61,112,110,forward
17,102,154,forward
2,62,154,forward
112,1,14,back
110,111,168,forward
10,171,22,forward
187,145,58,forward
140,128,70,forward
112,39,139,right
196,21,118,spin_left
72,183,63,forward
191,128,174,forward
105,15,198,back
100,93,154,forward
122,102,21,forward
72,123,161,forward
41,128,19,forward
20,168,97,forward
153,90,135,forward
166,120,18,forward
28,145,149,forward
162,52,131,forward
33,129,145,forward
19,170,195,forward
22,12,14,back
50,154,53,forward
130,150,148,forward
195,58,87,forward
10,142,62,forward
56,129,38,forward
182,86,50,forward
35,160,114,forward
199,39,174,left
84,136,182,forward
178,165,94,forward
58,110,58,forward
168,173,196,forward
117,22,199,spin_right
169,4,10,back
148,60,84,forward
59,184,174,forward
168,121,72,forward
138,163,68,forward
147,16,147,back
47,142,76,forward
176,193,103,forward
188,157,120,forward
1,16,58,back
190,183,131,forward
21,16,38,back
155,60,134,forward
68,95,14,forward
130,63,169,forward
19,95,39,forward
111,118,51,forward
180,177,55,forward
135,180,95,forward
108,166,35,forward
40,134,82,forward
127,172,194,forward
149,39,65,left
90,189,63,forward
115,23,9,spin_left
29,44,195,right
5,60,198,forward
111,144,97,forward
96,174,102,forward
180,128,71,forward
168,97,88,forward
42,65,108,forward
28,79,189,forward
77,155,32,forward
22,61,100,forward
189,198,8,forward
16,41,120,right
53,86,5,forward
110,81,150,forward
13,18,85,back
29,39,1,left
125,191,94,forward
131,63,31,forward
96,136,141,forward
48,192,81,forward
111,19,54,back
36,162,138,forward
107,111,36,forward
23,84,81,forward
104,5,59,back
21,98,30,forward
77,169,55,forward
94,121,78,forward
68,30,112,spin_right
39,105,98,forward
179,31,7,left
7,173,144,forward
158,187,90,forward
156,150,26,forward
24,140,25,forward
117,199,37,forward
186,35,98,left
163,46,18,left
55,22,129,spin_right
40,145,68,forward
153,77,127,forward
128,137,77,forward
180,121,74,forward
50,114,111,forward
111,60,130,forward
115,184,99,forward
96,127,84,forward
51,43,166,right
89,151,166,forward
14,95,5,forward
24,72,47,forward
29,158,125,forward
118,195,182,forward
166,178,178,forward
76,52,84,forward
185,47,137,left
98,97,68,forward
161,34,62,left
56,112,165,forward
134,121,100,forward
168,191,185,forward
185,155,22,forward
16,89,21,forward
56,166,146,forward
123,53,129,forward
184,124,106,forward
102,60,104,forward
23,82,160,forward
137,132,151,forward
43,88,45,forward
86,181,141,forward
158,55,24,forward
14,53,92,forward
175,126,136,forward
152,163,72,forward
164,183,23,forward
21,116,172,forward
75,167,33,forward
59,160,18,forward
159,74,79,forward
107,148,187,forward
83,26,112,spin_right
127,15,12,back
32,21,98,spin_right
38,64,186,forward
64,30,102,spin_right
108,155,92,forward
124,86,173,forward
187,13,81,back
94,79,134,forward
93,26,172,spin_right
56,111,189,forward
12,131,126,forward
107,179,113,forward
187,3,22,back
75,46,59,left
13,96,125,forward
195,53,61,forward
97,121,101,forward
114,187,186,forward
63,84,177,forward
143,8,195,back
149,52,69,forward
190,177,84,forward
142,117,125,forward
177,35,115,left
100,153,110,forward
105,34,58,left
168,86,22,forward
25,69,61,forward
109,81,142,forward
45,142,194,forward
40,102,71,forward
110,20,62,back
122,102,83,forward
112,60,199,forward
155,3,130,back
3,159,45,forward
128,12,64,back
13,112,56,forward
150,125,146,forward
121,164,6,forward
117,105,99,forward
9,81,176,forward
19,102,181,forward
78,174,179,forward
150,75,59,forward
36,116,117,forward
91,35,85,left
91,94,152,forward
160,136,169,forward
150,51,27,forward
68,36,166,right
188,6,105,back
95,28,143,spin_right
156,155,145,forward
29,194,34,forward
191,29,80,spin_left
74,90,89,forward
37,116,95,forward
99,107,11,forward
156,51,159,forward
104,149,97,forward
91,160,10,forward
61,156,193,forward
85,114,31,forward
54,38,48,left
24,178,35,forward
139,6,86,back
192,155,30,forward
73,131,70,forward
122,32,18,left
170,9,68,back
166,116,125,forward
99,57,95,forward
46,175,19,forward
99,114,63,forward
163,193,30,forward
73,163,41,forward
26,57,187,forward
52,173,55,forward
12,138,124,forward
69,110,95,forward
69,53,20,forward
159,67,166,forward
177,130,173,forward
107,104,29,forward
0,60,38,forward
7,154,161,forward
167,80,167,forward
97,154,19,forward
151,154,187,forward
163,191,195,forward
142,49,197,right
152,70,89,forward
197,178,127,forward
134,69,81,forward
123,61,95,forward
105,69,156,forward
110,0,126,back
160,48,133,left
112,54,89,forward
182,18,144,back
56,150,45,forward
103,17,78,back
52,181,158,forward
85,103,96,forward
166,28,142,spin_left
110,57,108,forward
16,152,65,forward
139,178,94,forward
112,77,55,forward
56,68,3,forward
142,55,96,forward
153,97,117,forward
107,175,123,forward
63,141,160,forward
99,103,172,forward
167,64,54,forward
149,175,66,forward
82,123,61,forward
181,30,194,spin_right
162,62,112,forward
62,109,32,forward
156,155,23,forward
76,179,133,forward
5,184,93,forward
40,49,48,right
95,100,47,forward
4,33,132,right
49,170,5,forward
58,34,55,left
66,58,171,forward
88,84,100,forward
107,10,118,back
62,171,3,forward
147,129,81,forward
147,61,114,forward
170,126,185,forward
132,199,64,forward
102,75,193,forward
178,86,56,forward
57,194,71,forward
16,172,41,forward
54,30,165,spin_right
123,73,79,forward
0,55,99,forward
42,45,190,right
67,141,121,forward
89,115,1,forward
178,104,111,forward
171,140,57,forward
66,57,156,forward
60,79,14,forward
87,59,96,forward
0,121,111,forward
182,96,161,forward
49,123,156,forward
193,194,21,forward
9,157,63,forward
141,103,167,forward
49,82,155,forward
156,162,144,forward
40,186,162,forward
89,105,150,forward
163,82,53,forward
102,184,109,forward
188,89,8,forward
76,146,196,forward
76,198,75,forward
76,66,82,forward
5,36,114,right
69,28,109,spin_right
161,118,117,forward
175,152,44,forward
50,44,94,right
113,158,94,forward
37,38,70,right
151,184,59,forward
149,76,79,forward
173,98,12,forward
31,22,35,spin_right
151,77,80,forward
94,184,152,forward
160,79,0,forward
91,158,151,forward
90,11,79,back
174,42,47,left
75,184,112,forward
129,32,197,right
165,119,158,forward
185,42,88,left
112,117,32,forward
179,79,28,forward
34,15,24,back
47,169,77,forward
113,101,110,forward
37,116,116,forward
89,103,143,forward
3,36,152,right
93,181,55,forward
155,31,139,left
37,28,13,spin_left
176,49,61,left
159,152,158,forward
196,129,43,forward
19,172,51,forward
147,11,31,back
152,36,67,left
4,51,150,forward
73,161,46,forward
155,34,76,left
64,79,123,forward
131,26,180,spin_right
5,73,2,forward
102,194,131,forward
32,111,133,forward
4,55,159,forward
10,91,189,forward
38,34,16,left
20,128,124,forward
21,142,87,forward
7,131,124,forward
77,4,194,back
179,180,64,forward
51,114,183,forward
17,33,146,right
115,127,46,forward
166,115,164,forward
187,176,163,forward
160,197,192,forward
58,153,111,forward
10,21,67,spin_right
135,106,83,forward
184,43,105,left
27,59,46,forward
71,65,179,forward
177,59,116,forward
170,34,108,left
133,149,95,forward
145,76,43,forward
43,181,42,forward
37,13,101,back
0,45,109,right
35,74,191,forward
82,80,26,forward
176,197,124,forward
108,62,125,forward
97,168,48,forward
14,117,123,forward
143,125,112,forward
108,31,70,left
142,151,110,forward
196,38,62,left
101,111,65,forward
190,127,182,forward
46,72,171,forward
115,113,55,forward
27,88,31,forward
34,43,193,right
119,115,49,forward
147,54,145,forward
143,110,15,forward
50,15,117,back
40,175,156,forward
96,4,108,back
187,13,18,back
45,132,92,forward
22,156,197,forward
166,7,44,back
184,100,180,forward
68,122,141,forward
23,110,196,forward
101,169,22,forward
73,53,172,forward
1,167,62,forward
10,151,92,forward
169,88,72,forward
11,76,61,forward
193,198,93,forward
91,118,103,forward
176,131,143,forward
38,160,0,forward
86,156,71,forward
161,121,37,forward
52,34,99,right
54,25,36,spin_left
168,52,45,forward
11,170,61,forward
143,145,69,forward
149,170,185,forward
129,159,135,forward
194,102,119,forward
143,153,134,forward
106,83,82,forward
115,179,43,forward
146,40,102,left
7,183,145,forward
15,142,5,forward
93,148,69,forward
91,1,148,back
164,98,107,forward
19,26,97,spin_right
51,67,118,forward
92,43,140,right
58,61,169,forward
187,175,49,forward
145,21,99,spin_left
77,76,195,forward
198,102,162,forward
94,176,162,forward
52,125,149,forward
178,169,175,forward
7,55,13,forward
154,114,171,forward
196,153,140,forward
78,32,50,left
10,175,18,forward
180,79,144,forward
195,4,105,back
43,119,147,forward
141,165,73,forward
18,188,93,forward
133,133,161,forward
69,78,29,forward
62,63,87,forward
58,190,7,forward
78,173,78,forward
35,86,54,forward
13,127,107,forward
28,191,64,forward
130,151,157,forward
106,29,35,spin_left
106,171,13,forward
34,183,78,forward
140,118,101,forward
69,60,85,forward
3,19,65,back
189,151,30,forward
60,70,66,forward
4,13,58,back
69,110,104,forward
195,77,98,forward
37,42,41,right
26,22,45,spin_right
87,19,55,back
95,39,173,right
86,72,162,forward
171,8,135,back
122,170,65,forward
144,184,81,forward
9,5,139,back
190,32,176,left
171,70,40,forward
125,191,75,forward
71,5,9,back
84,163,57,forward
23,3,120,back
86,16,31,back
190,118,41,forward
79,35,101,right
130,193,191,forward
67,116,35,forward
184,126,8,forward
166,82,199,forward
43,104,108,forward
126,153,37,forward
90,102,94,forward
107,12,28,back
34,36,91,right
131,156,117,forward
116,78,187,forward
179,1,54,back
97,199,118,forward
61,0,67,back
3,116,123,forward
42,140,148,forward
59,110,43,forward
28,68,99,forward
80,60,177,forward
68,124,101,forward
194,161,25,forward
97,180,127,forward
111,87,45,forward
118,34,186,right
134,116,94,forward
90,6,117,back
145,33,38,left
66,152,36,forward
41,118,108,forward
172,69,107,forward
51,139,163,forward
137,62,78,forward
40,45,20,left
63,50,24,left
136,166,144,forward
58,190,3,forward
28,26,21,spin_left
95,34,62,left
70,130,173,forward
8,161,102,forward
129,102,116,forward
30,0,1,back
110,2,120,back
151,130,130,forward
31,66,84,forward
157,53,137,forward
31,114,58,forward
52,185,127,forward
70,16,188,back
63,187,57,forward
63,129,19,forward
20,64,25,forward
97,72,161,forward
54,65,153,forward
20,36,113,right
19,64,192,forward
15,168,42,forward
29,7,121,back
45,20,123,back
179,88,173,forward
13,165,50,forward
159,91,197,forward
104,152,145,forward
119,136,25,forward
162,136,77,forward
30,52,101,forward
192,26,8,spin_left
133,124,124,forward
145,190,96,forward
22,83,24,forward
5,140,95,forward
27,74,152,forward
122,4,104,back
194,37,186,left
137,164,178,forward
126,70,134,forward
86,47,71,left
79,34,153,right
46,72,40,forward
27,182,17,forward
148,70,171,forward
55,147,187,forward
47,107,63,forward
15,71,88,forward
107,20,161,back
96,132,177,forward
95,198,119,forward
72,144,179,forward
139,43,61,left
63,96,148,forward
24,100,86,forward
20,69,99,forward
21,106,53,forward
62,58,179,forward
147,165,26,forward
105,199,64,forward
85,149,34,forward
92,104,63,forward
118,10,167,back
194,87,72,forward
151,82,14,forward
127,118,46,forward
1,129,16,forward
68,105,40,forward
127,115,82,forward
43,83,9,forward
73,143,52,forward
124,168,136,forward
108,21,93,spin_left
110,44,109,left
1,45,82,right
38,184,138,forward
118,51,43,forward
180,12,58,back
123,18,145,back
173,78,90,forward
113,61,33,forward
80,155,149,forward
103,181,154,forward
9,4,7,back
144,66,18,forward
122,20,179,back
182,27,59,spin_left
131,95,78,forward
147,150,66,forward
112,98,175,forward
135,104,152,forward
187,119,26,forward
163,9,192,back
52,3,37,back
170,151,162,forward
44,21,15,spin_left
54,14,159,back
64,142,172,forward
7,102,148,forward
96,102,134,forward
63,99,37,forward
7,184,37,forward
46,62,101,forward
81,134,76,forward
11,55,15,forward
135,187,106,forward
38,121,22,forward
178,42,169,left
96,121,108,forward
23,189,125,forward
138,155,134,forward
130,198,167,forward
179,127,99,forward
132,62,91,forward
8,85,167,forward
104,60,112,forward
136,23,15,spin_left
54,176,137,forward
26,14,92,back
151,139,92,forward
117,97,57,forward
75,47,111,right
194,190,27,forward
97,69,128,forward
31,67,121,forward
117,54,16,forward
10,164,173,forward
13,66,117,forward
70,191,41,forward
15,138,26,forward
61,139,92,forward
51,168,61,forward
67,159,148,forward
108,55,82,forward
110,75,129,forward
59,184,37,forward
78,83,143,forward
57,19,68,back
40,54,15,forward
68,184,85,forward
31,107,173,forward
114,15,167,back
156,151,49,forward
153,4,99,back
140,151,110,forward
75,169,136,forward
90,125,61,forward
132,117,155,forward
120,38,188,right
149,140,18,forward
17,147,22,forward
38,129,151,forward
67,86,103,forward
89,175,0,forward
55,135,95,forward
86,181,90,forward
118,109,71,forward
50,44,40,left
3,162,164,forward
66,171,115,forward
17,33,132,right
5,136,45,forward
187,77,154,forward
21,7,24,back
105,19,100,back
56,88,15,forward
130,98,115,forward
30,13,53,back
70,169,10,forward
110,190,15,forward
99,82,74,forward
171,157,88,forward
150,38,143,left
160,85,131,forward
38,190,119,forward
49,196,103,forward
168,187,104,forward
19,114,161,forward
169,121,49,forward
91,19,177,back
182,36,94,left
177,195,199,forward
97,36,84,left
78,16,156,back
104,136,83,forward
84,119,148,forward
122,67,162,forward
142,67,139,forward
72,160,6,forward
87,66,13,forward
54,115,187,forward
13,20,57,back
58,164,102,forward
195,120,128,forward
63,74,120,forward
156,76,157,forward
175,32,190,right
108,97,122,forward
113,102,73,forward
26,118,164,forward
41,172,28,forward
187,106,128,forward
10,96,132,forward
80,92,197,forward
68,186,191,forward
1,49,82,right
137,83,131,forward
105,147,150,forward
10,88,26,forward
72,198,15,forward
38,29,18,spin_left
134,100,135,forward
183,1,171,back
97,58,175,forward
12,100,10,forward
122,4,96,back
184,97,33,forward
114,56,133,forward
40,156,121,forward
80,170,91,forward
198,123,53,forward
110,38,91,left
135,87,7,forward
17,92,199,forward
193,30,172,spin_left
149,199,42,forward
22,112,68,forward
124,132,64,forward
186,113,21,forward
133,78,178,forward
164,182,169,forward
174,55,74,forward
100,93,115,forward
49,171,127,forward
74,41,61,left
124,12,34,back
87,49,140,right
145,7,55,back
125,136,92,forward
130,157,151,forward
132,113,194,forward
80,101,42,forward
112,185,51,forward
165,92,117,forward
103,145,6,forward
114,20,122,back
107,42,54,left
62,119,184,forward
26,16,174,back
198,162,146,forward
164,100,53,forward
0,119,90,forward
196,144,91,forward
51,19,103,back
157,21,60,spin_left
78,138,63,forward
193,131,74,forward
43,110,149,forward
189,132,76,forward
53,85,111,forward
153,35,168,right
190,137,194,forward
108,108,173,forward
118,177,146,forward
31,17,66,back
72,194,176,forward
164,48,16,left
29,117,189,forward
1,54,6,forward
151,176,193,forward
39,130,7,forward
95,125,64,forward
104,168,198,forward
59,126,26,forward
80,129,106,forward
109,74,11,forward
68,3,21,back
85,145,44,forward
129,56,165,forward
105,152,87,forward
111,158,33,forward
97,67,73,forward
147,120,145,forward
84,56,124,forward
46,4,63,back
53,3,141,back
28,53,29,forward
155,45,197,right
83,114,120,forward
13,180,167,forward
30,45,8,left
147,125,127,forward
88,118,53,forward
33,61,47,forward
107,39,149,right
25,99,75,forward
98,105,133,forward
84,108,22,forward
7,81,176,forward
192,196,72,forward
182,112,49,forward
119,8,108,back
30,125,181,forward
0,147,69,forward
160,68,86,forward
3,44,130,right
23,192,97,forward
77,147,53,forward
3,112,170,forward
27,57,17,forward
13,3,31,back
58,39,146,right
109,13,99,back
10,10,193,back
169,16,0,back
63,33,99,right
116,4,14,back
104,80,36,forward
113,49,30,left
64,125,157,forward
145,24,174,spin_right
184,65,144,forward
26,116,73,forward
136,26,169,spin_right
168,81,27,forward
190,168,183,forward
70,104,111,forward
186,154,85,forward
131,45,95,left
70,31,129,right
164,169,131,forward
75,70,54,forward
126,38,106,left
187,17,92,back
82,46,101,right
89,61,179,forward
165,70,20,forward
199,35,125,left
192,67,193,forward
59,150,50,forward
106,27,114,spin_right
161,132,40,forward
130,6,59,back
55,117,81,forward
191,52,84,forward
56,46,59,right
195,177,24,forward
131,36,197,right
178,45,149,left
0,4,43,back
182,22,7,spin_left
40,41,143,right
177,127,160,forward
3,73,114,forward
145,57,125,forward
146,29,183,spin_right
131,142,33,forward
157,122,157,forward
18,84,159,forward
107,28,29,spin_left
71,26,176,spin_right
99,146,156,forward
29,68,143,forward
62,99,145,forward
110,53,157,forward
76,14,74,back
179,91,194,forward
136,178,61,forward
92,3,140,back
76,97,194,forward
106,85,129,forward
92,11,92,back
30,116,190,forward
100,55,154,forward
99,163,40,forward
34,197,183,forward
14,0,143,back
29,5,81,back
191,117,159,forward
72,12,114,back
53,99,129,forward
90,12,40,back
82,134,15,forward
22,158,54,forward
87,175,55,forward
16,159,27,forward
0,152,48,forward
31,78,68,forward
104,36,111,right
6,109,197,forward
105,145,121,forward
91,187,75,forward
152,110,36,forward
21,31,190,right
184,43,181,left
34,78,93,forward
18,38,193,right
189,18,35,back
76,167,156,forward
27,62,28,forward
72,21,17,spin_left
99,154,74,forward
128,4,154,back
136,34,195,right
102,1,73,back
21,63,36,forward
27,172,115,forward
199,150,198,forward
81,70,111,forward
136,135,172,forward
138,108,52,forward
64,11,82,back
145,82,8,forward
45,184,187,forward
146,33,41,left
102,174,168,forward
193,31,37,left
146,95,62,forward
44,36,76,right
80,60,87,forward
151,28,91,spin_left
75,34,173,right
78,90,81,forward
190,157,154,forward
23,141,177,forward
39,79,190,forward
159,45,71,left
182,99,96,forward
130,133,183,forward
16,90,140,forward
103,124,94,forward
125,166,138,forward
39,73,28,forward
88,12,123,back
177,156,72,forward
41,17,144,back
150,24,180,spin_right
175,22,30,spin_left
123,156,153,forward
126,68,55,forward
173,30,74,spin_left
68,3,40,back
161,73,19,forward
155,89,55,forward
69,177,94,forward
129,140,121,forward
89,96,141,forward
120,155,166,forward
125,149,77,forward
106,170,7,forward
11,157,155,forward
0,5,122,back
106,118,5,forward
142,107,143,forward
88,84,90,forward
78,188,87,forward
25,195,96,forward
57,194,97,forward
55,67,90,forward
156,29,29,spin_left
80,128,139,forward
113,20,178,back
82,62,18,forward
72,118,133,forward
146,115,35,forward
84,91,95,forward
